key,value,date
Hiroshi Yamakawa,2.0,2002
Hiroshi Yamakawa,1.0,2003
Hiroshi Yamakawa,0,2004
Hiroshi Yamakawa,0,2005
Hiroshi Yamakawa,1.0,2006
Hiroshi Yamakawa,0,2007
Hiroshi Yamakawa,0,2008
Hiroshi Yamakawa,0,2009
Hiroshi Yamakawa,0,2010
Hiroshi Yamakawa,0,2011
Hiroshi Yamakawa,0,2012
Hiroshi Yamakawa,0,2013
Hiroshi Yamakawa,0,2014
Hiroshi Yamakawa,0,2015
Sundar Krishnamurty,2.0,2002
Sundar Krishnamurty,0,2003
Sundar Krishnamurty,0,2004
Sundar Krishnamurty,0,2005
Sundar Krishnamurty,3.0,2006
Sundar Krishnamurty,0,2007
Sundar Krishnamurty,0,2008
Sundar Krishnamurty,0,2009
Sundar Krishnamurty,0,2010
Sundar Krishnamurty,0,2011
Sundar Krishnamurty,0,2012
Sundar Krishnamurty,0,2013
Sundar Krishnamurty,0,2014
Sundar Krishnamurty,0,2015
Panos Y. Papalambros,2.0,2002
Panos Y. Papalambros,2.0,2003
Panos Y. Papalambros,2.0,2004
Panos Y. Papalambros,5.0,2005
Panos Y. Papalambros,4.0,2006
Panos Y. Papalambros,2.0,2007
Panos Y. Papalambros,1.0,2008
Panos Y. Papalambros,0,2009
Panos Y. Papalambros,4.0,2010
Panos Y. Papalambros,2.0,2011
Panos Y. Papalambros,2.0,2012
Panos Y. Papalambros,2.0,2013
Panos Y. Papalambros,3.0,2014
Panos Y. Papalambros,3.0,2015
Farrokh Mistree,3.0,2002
Farrokh Mistree,1.0,2003
Farrokh Mistree,2.0,2004
Farrokh Mistree,5.0,2005
Farrokh Mistree,4.0,2006
Farrokh Mistree,3.0,2007
Farrokh Mistree,1.0,2008
Farrokh Mistree,3.0,2009
Farrokh Mistree,2.0,2010
Farrokh Mistree,1.0,2011
Farrokh Mistree,0,2012
Farrokh Mistree,3.0,2013
Farrokh Mistree,5.0,2014
Farrokh Mistree,2.0,2015
Aki M. Mikkola,1.0,2002
Aki M. Mikkola,0,2003
Aki M. Mikkola,0,2004
Aki M. Mikkola,0,2005
Aki M. Mikkola,0,2006
Aki M. Mikkola,0,2007
Aki M. Mikkola,0,2008
Aki M. Mikkola,0,2009
Aki M. Mikkola,0,2010
Aki M. Mikkola,0,2011
Aki M. Mikkola,0,2012
Aki M. Mikkola,0,2013
Aki M. Mikkola,0,2014
Aki M. Mikkola,0,2015
Kenji Shimada,3.0,2002
Kenji Shimada,1.0,2003
Kenji Shimada,2.0,2004
Kenji Shimada,0,2005
Kenji Shimada,0,2006
Kenji Shimada,0,2007
Kenji Shimada,0,2008
Kenji Shimada,0,2009
Kenji Shimada,0,2010
Kenji Shimada,0,2011
Kenji Shimada,0,2012
Kenji Shimada,0,2013
Kenji Shimada,1.0,2014
Kenji Shimada,0,2015
J. C. Yang,1.0,2002
J. C. Yang,0,2003
J. C. Yang,0,2004
J. C. Yang,0,2005
J. C. Yang,0,2006
J. C. Yang,0,2007
J. C. Yang,0,2008
J. C. Yang,0,2009
J. C. Yang,0,2010
J. C. Yang,0,2011
J. C. Yang,0,2012
J. C. Yang,0,2013
J. C. Yang,0,2014
J. C. Yang,0,2015
Yanwei Zhao,2.0,2002
Yanwei Zhao,0,2003
Yanwei Zhao,0,2004
Yanwei Zhao,0,2005
Yanwei Zhao,0,2006
Yanwei Zhao,0,2007
Yanwei Zhao,0,2008
Yanwei Zhao,0,2009
Yanwei Zhao,0,2010
Yanwei Zhao,0,2011
Yanwei Zhao,0,2012
Yanwei Zhao,0,2013
Yanwei Zhao,0,2014
Yanwei Zhao,0,2015
Kikuo Fujita,1.0,2002
Kikuo Fujita,1.0,2003
Kikuo Fujita,0,2004
Kikuo Fujita,1.0,2005
Kikuo Fujita,1.0,2006
Kikuo Fujita,1.0,2007
Kikuo Fujita,2.0,2008
Kikuo Fujita,1.0,2009
Kikuo Fujita,1.0,2010
Kikuo Fujita,1.0,2011
Kikuo Fujita,1.0,2012
Kikuo Fujita,0,2013
Kikuo Fujita,1.0,2014
Kikuo Fujita,0,2015
Ashraf O. Nassef,2.0,2002
Ashraf O. Nassef,2.0,2003
Ashraf O. Nassef,0,2004
Ashraf O. Nassef,0,2005
Ashraf O. Nassef,0,2006
Ashraf O. Nassef,1.0,2007
Ashraf O. Nassef,2.0,2008
Ashraf O. Nassef,1.0,2009
Ashraf O. Nassef,3.0,2010
Ashraf O. Nassef,0,2011
Ashraf O. Nassef,2.0,2012
Ashraf O. Nassef,4.0,2013
Ashraf O. Nassef,3.0,2014
Ashraf O. Nassef,2.0,2015
Y. S. Liu,1.0,2002
Y. S. Liu,0,2003
Y. S. Liu,0,2004
Y. S. Liu,0,2005
Y. S. Liu,0,2006
Y. S. Liu,0,2007
Y. S. Liu,0,2008
Y. S. Liu,0,2009
Y. S. Liu,0,2010
Y. S. Liu,0,2011
Y. S. Liu,0,2012
Y. S. Liu,0,2013
Y. S. Liu,0,2014
Y. S. Liu,0,2015
Elisha Sacks,2.0,2002
Elisha Sacks,0,2003
Elisha Sacks,0,2004
Elisha Sacks,0,2005
Elisha Sacks,0,2006
Elisha Sacks,0,2007
Elisha Sacks,0,2008
Elisha Sacks,0,2009
Elisha Sacks,0,2010
Elisha Sacks,0,2011
Elisha Sacks,0,2012
Elisha Sacks,0,2013
Elisha Sacks,0,2014
Elisha Sacks,0,2015
Ryan Fellini,2.0,2002
Ryan Fellini,0,2003
Ryan Fellini,0,2004
Ryan Fellini,0,2005
Ryan Fellini,0,2006
Ryan Fellini,0,2007
Ryan Fellini,0,2008
Ryan Fellini,0,2009
Ryan Fellini,0,2010
Ryan Fellini,0,2011
Ryan Fellini,0,2012
Ryan Fellini,0,2013
Ryan Fellini,0,2014
Ryan Fellini,0,2015
SA!ndor Vajna,2.0,2002
SA!ndor Vajna,1.0,2003
SA!ndor Vajna,0,2004
SA!ndor Vajna,0,2005
SA!ndor Vajna,1.0,2006
SA!ndor Vajna,0,2007
SA!ndor Vajna,1.0,2008
SA!ndor Vajna,0,2009
SA!ndor Vajna,0,2010
SA!ndor Vajna,0,2011
SA!ndor Vajna,0,2012
SA!ndor Vajna,1.0,2013
SA!ndor Vajna,0,2014
SA!ndor Vajna,0,2015
Chin-Hsu Lin,2.0,2002
Chin-Hsu Lin,0,2003
Chin-Hsu Lin,0,2004
Chin-Hsu Lin,0,2005
Chin-Hsu Lin,0,2006
Chin-Hsu Lin,0,2007
Chin-Hsu Lin,0,2008
Chin-Hsu Lin,0,2009
Chin-Hsu Lin,0,2010
Chin-Hsu Lin,0,2011
Chin-Hsu Lin,0,2012
Chin-Hsu Lin,0,2013
Chin-Hsu Lin,0,2014
Chin-Hsu Lin,0,2015
DAPrte Freisleben,1.0,2002
DAPrte Freisleben,0,2003
DAPrte Freisleben,0,2004
DAPrte Freisleben,0,2005
DAPrte Freisleben,0,2006
DAPrte Freisleben,0,2007
DAPrte Freisleben,0,2008
DAPrte Freisleben,0,2009
DAPrte Freisleben,0,2010
DAPrte Freisleben,0,2011
DAPrte Freisleben,0,2012
DAPrte Freisleben,0,2013
DAPrte Freisleben,0,2014
DAPrte Freisleben,0,2015
Fangshun Jin,1.0,2002
Fangshun Jin,0,2003
Fangshun Jin,0,2004
Fangshun Jin,0,2005
Fangshun Jin,0,2006
Fangshun Jin,0,2007
Fangshun Jin,0,2008
Fangshun Jin,0,2009
Fangshun Jin,0,2010
Fangshun Jin,0,2011
Fangshun Jin,0,2012
Fangshun Jin,0,2013
Fangshun Jin,0,2014
Fangshun Jin,0,2015
Min-Sheng Shin,1.0,2002
Min-Sheng Shin,0,2003
Min-Sheng Shin,0,2004
Min-Sheng Shin,0,2005
Min-Sheng Shin,0,2006
Min-Sheng Shin,0,2007
Min-Sheng Shin,0,2008
Min-Sheng Shin,0,2009
Min-Sheng Shin,0,2010
Min-Sheng Shin,0,2011
Min-Sheng Shin,0,2012
Min-Sheng Shin,0,2013
Min-Sheng Shin,0,2014
Min-Sheng Shin,0,2015
Aditya Soman,1.0,2002
Aditya Soman,0,2003
Aditya Soman,0,2004
Aditya Soman,0,2005
Aditya Soman,0,2006
Aditya Soman,0,2007
Aditya Soman,0,2008
Aditya Soman,0,2009
Aditya Soman,0,2010
Aditya Soman,0,2011
Aditya Soman,0,2012
Aditya Soman,0,2013
Aditya Soman,0,2014
Aditya Soman,0,2015
Thaweepat Buranathiti,1.0,2002
Thaweepat Buranathiti,0,2003
Thaweepat Buranathiti,1.0,2004
Thaweepat Buranathiti,0,2005
Thaweepat Buranathiti,0,2006
Thaweepat Buranathiti,0,2007
Thaweepat Buranathiti,0,2008
Thaweepat Buranathiti,0,2009
Thaweepat Buranathiti,0,2010
Thaweepat Buranathiti,0,2011
Thaweepat Buranathiti,0,2012
Thaweepat Buranathiti,0,2013
Thaweepat Buranathiti,0,2014
Thaweepat Buranathiti,0,2015
Zheng Fan,1.0,2002
Zheng Fan,0,2003
Zheng Fan,0,2004
Zheng Fan,0,2005
Zheng Fan,0,2006
Zheng Fan,0,2007
Zheng Fan,0,2008
Zheng Fan,0,2009
Zheng Fan,0,2010
Zheng Fan,0,2011
Zheng Fan,0,2012
Zheng Fan,0,2013
Zheng Fan,0,2014
Zheng Fan,0,2015
Pierre Goovaerts,1.0,2002
Pierre Goovaerts,0,2003
Pierre Goovaerts,0,2004
Pierre Goovaerts,0,2005
Pierre Goovaerts,0,2006
Pierre Goovaerts,0,2007
Pierre Goovaerts,0,2008
Pierre Goovaerts,0,2009
Pierre Goovaerts,0,2010
Pierre Goovaerts,0,2011
Pierre Goovaerts,0,2012
Pierre Goovaerts,0,2013
Pierre Goovaerts,0,2014
Pierre Goovaerts,0,2015
Kemper Lewis,2.0,2002
Kemper Lewis,2.0,2003
Kemper Lewis,2.0,2004
Kemper Lewis,4.0,2005
Kemper Lewis,1.0,2006
Kemper Lewis,2.0,2007
Kemper Lewis,1.0,2008
Kemper Lewis,1.0,2009
Kemper Lewis,2.0,2010
Kemper Lewis,3.0,2011
Kemper Lewis,2.0,2012
Kemper Lewis,2.0,2013
Kemper Lewis,2.0,2014
Kemper Lewis,2.0,2015
J. T. Wang,2.0,2002
J. T. Wang,0,2003
J. T. Wang,0,2004
J. T. Wang,0,2005
J. T. Wang,0,2006
J. T. Wang,0,2007
J. T. Wang,0,2008
J. T. Wang,0,2009
J. T. Wang,0,2010
J. T. Wang,0,2011
J. T. Wang,0,2012
J. T. Wang,0,2013
J. T. Wang,0,2014
J. T. Wang,0,2015
Tomoyuki Hiroyasu,1.0,2002
Tomoyuki Hiroyasu,0,2003
Tomoyuki Hiroyasu,0,2004
Tomoyuki Hiroyasu,0,2005
Tomoyuki Hiroyasu,0,2006
Tomoyuki Hiroyasu,0,2007
Tomoyuki Hiroyasu,0,2008
Tomoyuki Hiroyasu,0,2009
Tomoyuki Hiroyasu,0,2010
Tomoyuki Hiroyasu,0,2011
Tomoyuki Hiroyasu,0,2012
Tomoyuki Hiroyasu,0,2013
Tomoyuki Hiroyasu,0,2014
Tomoyuki Hiroyasu,0,2015
Asad A. Usman,1.0,2002
Asad A. Usman,0,2003
Asad A. Usman,0,2004
Asad A. Usman,0,2005
Asad A. Usman,0,2006
Asad A. Usman,0,2007
Asad A. Usman,0,2008
Asad A. Usman,0,2009
Asad A. Usman,0,2010
Asad A. Usman,0,2011
Asad A. Usman,0,2012
Asad A. Usman,0,2013
Asad A. Usman,0,2014
Asad A. Usman,0,2015
El-Sayed Aziz,2.0,2002
El-Sayed Aziz,0,2003
El-Sayed Aziz,1.0,2004
El-Sayed Aziz,0,2005
El-Sayed Aziz,0,2006
El-Sayed Aziz,0,2007
El-Sayed Aziz,0,2008
El-Sayed Aziz,0,2009
El-Sayed Aziz,0,2010
El-Sayed Aziz,0,2011
El-Sayed Aziz,0,2012
El-Sayed Aziz,0,2013
El-Sayed Aziz,0,2014
El-Sayed Aziz,0,2015
Min-Ho Kyung,1.0,2002
Min-Ho Kyung,0,2003
Min-Ho Kyung,0,2004
Min-Ho Kyung,0,2005
Min-Ho Kyung,0,2006
Min-Ho Kyung,0,2007
Min-Ho Kyung,0,2008
Min-Ho Kyung,0,2009
Min-Ho Kyung,0,2010
Min-Ho Kyung,0,2011
Min-Ho Kyung,0,2012
Min-Ho Kyung,0,2013
Min-Ho Kyung,0,2014
Min-Ho Kyung,0,2015
Masataka Yoshimura,2.0,2002
Masataka Yoshimura,2.0,2003
Masataka Yoshimura,3.0,2004
Masataka Yoshimura,4.0,2005
Masataka Yoshimura,2.0,2006
Masataka Yoshimura,3.0,2007
Masataka Yoshimura,4.0,2008
Masataka Yoshimura,3.0,2009
Masataka Yoshimura,1.0,2010
Masataka Yoshimura,1.0,2011
Masataka Yoshimura,0,2012
Masataka Yoshimura,0,2013
Masataka Yoshimura,0,2014
Masataka Yoshimura,0,2015
Masaki Kamifuji,1.0,2002
Masaki Kamifuji,0,2003
Masaki Kamifuji,0,2004
Masaki Kamifuji,0,2005
Masaki Kamifuji,0,2006
Masaki Kamifuji,0,2007
Masaki Kamifuji,0,2008
Masaki Kamifuji,0,2009
Masaki Kamifuji,0,2010
Masaki Kamifuji,0,2011
Masaki Kamifuji,0,2012
Masaki Kamifuji,0,2013
Masaki Kamifuji,0,2014
Masaki Kamifuji,0,2015
Kazuhiro Saitou,2.0,2002
Kazuhiro Saitou,5.0,2003
Kazuhiro Saitou,1.0,2004
Kazuhiro Saitou,2.0,2005
Kazuhiro Saitou,2.0,2006
Kazuhiro Saitou,0,2007
Kazuhiro Saitou,1.0,2008
Kazuhiro Saitou,1.0,2009
Kazuhiro Saitou,3.0,2010
Kazuhiro Saitou,3.0,2011
Kazuhiro Saitou,1.0,2012
Kazuhiro Saitou,2.0,2013
Kazuhiro Saitou,2.0,2014
Kazuhiro Saitou,1.0,2015
David G. Beale,2.0,2002
David G. Beale,0,2003
David G. Beale,0,2004
David G. Beale,0,2005
David G. Beale,0,2006
David G. Beale,0,2007
David G. Beale,0,2008
David G. Beale,0,2009
David G. Beale,0,2010
David G. Beale,0,2011
David G. Beale,0,2012
David G. Beale,0,2013
David G. Beale,0,2014
David G. Beale,0,2015
Souran Manoochehri,1.0,2002
Souran Manoochehri,1.0,2003
Souran Manoochehri,0,2004
Souran Manoochehri,0,2005
Souran Manoochehri,2.0,2006
Souran Manoochehri,0,2007
Souran Manoochehri,1.0,2008
Souran Manoochehri,0,2009
Souran Manoochehri,0,2010
Souran Manoochehri,0,2011
Souran Manoochehri,0,2012
Souran Manoochehri,0,2013
Souran Manoochehri,0,2014
Souran Manoochehri,0,2015
Kang Tai,2.0,2002
Kang Tai,0,2003
Kang Tai,0,2004
Kang Tai,0,2005
Kang Tai,0,2006
Kang Tai,0,2007
Kang Tai,0,2008
Kang Tai,0,2009
Kang Tai,0,2010
Kang Tai,0,2011
Kang Tai,0,2012
Kang Tai,0,2013
Kang Tai,0,2014
Kang Tai,0,2015
C. Chassapis,2.0,2002
C. Chassapis,0,2003
C. Chassapis,1.0,2004
C. Chassapis,0,2005
C. Chassapis,0,2006
C. Chassapis,0,2007
C. Chassapis,0,2008
C. Chassapis,0,2009
C. Chassapis,0,2010
C. Chassapis,0,2011
C. Chassapis,0,2012
C. Chassapis,0,2013
C. Chassapis,0,2014
C. Chassapis,0,2015
Judy M. Vance,2.0,2002
Judy M. Vance,0,2003
Judy M. Vance,0,2004
Judy M. Vance,0,2005
Judy M. Vance,0,2006
Judy M. Vance,1.0,2007
Judy M. Vance,0,2008
Judy M. Vance,1.0,2009
Judy M. Vance,0,2010
Judy M. Vance,0,2011
Judy M. Vance,0,2012
Judy M. Vance,0,2013
Judy M. Vance,0,2014
Judy M. Vance,0,2015
Kristin L. Wood,1.0,2002
Kristin L. Wood,0,2003
Kristin L. Wood,0,2004
Kristin L. Wood,0,2005
Kristin L. Wood,2.0,2006
Kristin L. Wood,1.0,2007
Kristin L. Wood,1.0,2008
Kristin L. Wood,6.0,2009
Kristin L. Wood,0,2010
Kristin L. Wood,1.0,2011
Kristin L. Wood,0,2012
Kristin L. Wood,0,2013
Kristin L. Wood,0,2014
Kristin L. Wood,0,2015
Michael Sasena,2.0,2002
Michael Sasena,0,2003
Michael Sasena,0,2004
Michael Sasena,0,2005
Michael Sasena,0,2006
Michael Sasena,0,2007
Michael Sasena,0,2008
Michael Sasena,0,2009
Michael Sasena,0,2010
Michael Sasena,0,2011
Michael Sasena,0,2012
Michael Sasena,0,2013
Michael Sasena,0,2014
Michael Sasena,0,2015
Liang Zhu,1.0,2002
Liang Zhu,0,2003
Liang Zhu,0,2004
Liang Zhu,0,2005
Liang Zhu,0,2006
Liang Zhu,0,2007
Liang Zhu,0,2008
Liang Zhu,0,2009
Liang Zhu,0,2010
Liang Zhu,0,2011
Liang Zhu,0,2012
Liang Zhu,0,2013
Liang Zhu,0,2014
Liang Zhu,0,2015
Kurt A. Chipperfield,2.0,2002
Kurt A. Chipperfield,0,2003
Kurt A. Chipperfield,0,2004
Kurt A. Chipperfield,0,2005
Kurt A. Chipperfield,0,2006
Kurt A. Chipperfield,0,2007
Kurt A. Chipperfield,0,2008
Kurt A. Chipperfield,0,2009
Kurt A. Chipperfield,0,2010
Kurt A. Chipperfield,0,2011
Kurt A. Chipperfield,0,2012
Kurt A. Chipperfield,0,2013
Kurt A. Chipperfield,0,2014
Kurt A. Chipperfield,0,2015
Kyung K. Choi,2.0,2002
Kyung K. Choi,3.0,2003
Kyung K. Choi,1.0,2004
Kyung K. Choi,1.0,2005
Kyung K. Choi,2.0,2006
Kyung K. Choi,3.0,2007
Kyung K. Choi,1.0,2008
Kyung K. Choi,1.0,2009
Kyung K. Choi,2.0,2010
Kyung K. Choi,1.0,2011
Kyung K. Choi,0,2012
Kyung K. Choi,0,2013
Kyung K. Choi,0,2014
Kyung K. Choi,0,2015
Janet K. Allen,3.0,2002
Janet K. Allen,1.0,2003
Janet K. Allen,2.0,2004
Janet K. Allen,5.0,2005
Janet K. Allen,4.0,2006
Janet K. Allen,4.0,2007
Janet K. Allen,1.0,2008
Janet K. Allen,3.0,2009
Janet K. Allen,2.0,2010
Janet K. Allen,1.0,2011
Janet K. Allen,0,2012
Janet K. Allen,3.0,2013
Janet K. Allen,5.0,2014
Janet K. Allen,2.0,2015
Tomotake Furuhata,1.0,2002
Tomotake Furuhata,1.0,2003
Tomotake Furuhata,0,2004
Tomotake Furuhata,0,2005
Tomotake Furuhata,0,2006
Tomotake Furuhata,0,2007
Tomotake Furuhata,0,2008
Tomotake Furuhata,0,2009
Tomotake Furuhata,0,2010
Tomotake Furuhata,0,2011
Tomotake Furuhata,0,2012
Tomotake Furuhata,0,2013
Tomotake Furuhata,0,2014
Tomotake Furuhata,0,2015
C. Greg Jensen,1.0,2002
C. Greg Jensen,0,2003
C. Greg Jensen,1.0,2004
C. Greg Jensen,0,2005
C. Greg Jensen,0,2006
C. Greg Jensen,0,2007
C. Greg Jensen,0,2008
C. Greg Jensen,0,2009
C. Greg Jensen,0,2010
C. Greg Jensen,0,2011
C. Greg Jensen,0,2012
C. Greg Jensen,0,2013
C. Greg Jensen,0,2014
C. Greg Jensen,0,2015
