key,value,date
Timothy W. Simpson,4.0,2004
Timothy W. Simpson,7.0,2005
Timothy W. Simpson,9.0,2006
Timothy W. Simpson,5.0,2007
Timothy W. Simpson,8.0,2008
Timothy W. Simpson,4.0,2009
Timothy W. Simpson,2.0,2010
Timothy W. Simpson,3.0,2011
Timothy W. Simpson,2.0,2012
Timothy W. Simpson,4.0,2013
Timothy W. Simpson,2.0,2014
Timothy W. Simpson,4.0,2015
Yao Lin,0,2002
Yao Lin,0,2003
Yao Lin,1.0,2004
Yao Lin,0,2005
Yao Lin,0,2006
Yao Lin,0,2007
Yao Lin,2.0,2008
Yao Lin,0,2009
Yao Lin,0,2010
Yao Lin,0,2011
Yao Lin,0,2012
Yao Lin,0,2013
Yao Lin,0,2014
Yao Lin,0,2015
Gregory M. Mocko,0,2002
Gregory M. Mocko,0,2003
Gregory M. Mocko,0,2004
Gregory M. Mocko,0,2005
Gregory M. Mocko,0,2006
Gregory M. Mocko,0,2007
Gregory M. Mocko,1.0,2008
Gregory M. Mocko,0,2009
Gregory M. Mocko,0,2010
Gregory M. Mocko,0,2011
Gregory M. Mocko,1.0,2012
Gregory M. Mocko,0,2013
Gregory M. Mocko,0,2014
Gregory M. Mocko,0,2015
Jeremy J. Michalek,0,2002
Jeremy J. Michalek,1.0,2003
Jeremy J. Michalek,1.0,2004
Jeremy J. Michalek,1.0,2005
Jeremy J. Michalek,1.0,2006
Jeremy J. Michalek,3.0,2007
Jeremy J. Michalek,4.0,2008
Jeremy J. Michalek,1.0,2009
Jeremy J. Michalek,1.0,2010
Jeremy J. Michalek,1.0,2011
Jeremy J. Michalek,0,2012
Jeremy J. Michalek,2.0,2013
Jeremy J. Michalek,0,2014
Jeremy J. Michalek,0,2015
T. Yamamoto,0,2002
T. Yamamoto,0,2003
T. Yamamoto,0,2004
T. Yamamoto,0,2005
T. Yamamoto,0,2006
T. Yamamoto,0,2007
T. Yamamoto,1.0,2008
T. Yamamoto,0,2009
T. Yamamoto,0,2010
T. Yamamoto,0,2011
T. Yamamoto,0,2012
T. Yamamoto,0,2013
T. Yamamoto,0,2014
T. Yamamoto,0,2015
John K. Gershenson,0,2002
John K. Gershenson,0,2003
John K. Gershenson,0,2004
John K. Gershenson,0,2005
John K. Gershenson,1.0,2006
John K. Gershenson,0,2007
John K. Gershenson,1.0,2008
John K. Gershenson,0,2009
John K. Gershenson,0,2010
John K. Gershenson,0,2011
John K. Gershenson,0,2012
John K. Gershenson,0,2013
John K. Gershenson,0,2014
John K. Gershenson,0,2015
Yan Wang,0,2002
Yan Wang,0,2003
Yan Wang,0,2004
Yan Wang,0,2005
Yan Wang,1.0,2006
Yan Wang,0,2007
Yan Wang,3.0,2008
Yan Wang,1.0,2009
Yan Wang,1.0,2010
Yan Wang,2.0,2011
Yan Wang,1.0,2012
Yan Wang,2.0,2013
Yan Wang,2.0,2014
Yan Wang,0,2015
Nengsheng Bao,0,2002
Nengsheng Bao,0,2003
Nengsheng Bao,0,2004
Nengsheng Bao,0,2005
Nengsheng Bao,0,2006
Nengsheng Bao,0,2007
Nengsheng Bao,1.0,2008
Nengsheng Bao,0,2009
Nengsheng Bao,0,2010
Nengsheng Bao,0,2011
Nengsheng Bao,0,2012
Nengsheng Bao,0,2013
Nengsheng Bao,0,2014
Nengsheng Bao,0,2015
Joseph A. Donndelinger,0,2002
Joseph A. Donndelinger,0,2003
Joseph A. Donndelinger,1.0,2004
Joseph A. Donndelinger,0,2005
Joseph A. Donndelinger,0,2006
Joseph A. Donndelinger,1.0,2007
Joseph A. Donndelinger,2.0,2008
Joseph A. Donndelinger,1.0,2009
Joseph A. Donndelinger,0,2010
Joseph A. Donndelinger,0,2011
Joseph A. Donndelinger,0,2012
Joseph A. Donndelinger,0,2013
Joseph A. Donndelinger,0,2014
Joseph A. Donndelinger,0,2015
Kikuo Fujita,1.0,2002
Kikuo Fujita,1.0,2003
Kikuo Fujita,0,2004
Kikuo Fujita,1.0,2005
Kikuo Fujita,1.0,2006
Kikuo Fujita,1.0,2007
Kikuo Fujita,2.0,2008
Kikuo Fujita,1.0,2009
Kikuo Fujita,1.0,2010
Kikuo Fujita,1.0,2011
Kikuo Fujita,1.0,2012
Kikuo Fujita,0,2013
Kikuo Fujita,1.0,2014
Kikuo Fujita,0,2015
Ashraf O. Nassef,2.0,2002
Ashraf O. Nassef,2.0,2003
Ashraf O. Nassef,0,2004
Ashraf O. Nassef,0,2005
Ashraf O. Nassef,0,2006
Ashraf O. Nassef,1.0,2007
Ashraf O. Nassef,2.0,2008
Ashraf O. Nassef,1.0,2009
Ashraf O. Nassef,3.0,2010
Ashraf O. Nassef,0,2011
Ashraf O. Nassef,2.0,2012
Ashraf O. Nassef,4.0,2013
Ashraf O. Nassef,3.0,2014
Ashraf O. Nassef,2.0,2015
Fred M. Proctor,0,2002
Fred M. Proctor,0,2003
Fred M. Proctor,0,2004
Fred M. Proctor,0,2005
Fred M. Proctor,0,2006
Fred M. Proctor,0,2007
Fred M. Proctor,1.0,2008
Fred M. Proctor,0,2009
Fred M. Proctor,0,2010
Fred M. Proctor,0,2011
Fred M. Proctor,0,2012
Fred M. Proctor,0,2013
Fred M. Proctor,0,2014
Fred M. Proctor,0,2015
Zissimos P. Mourelatos,0,2002
Zissimos P. Mourelatos,3.0,2003
Zissimos P. Mourelatos,3.0,2004
Zissimos P. Mourelatos,2.0,2005
Zissimos P. Mourelatos,2.0,2006
Zissimos P. Mourelatos,2.0,2007
Zissimos P. Mourelatos,2.0,2008
Zissimos P. Mourelatos,2.0,2009
Zissimos P. Mourelatos,4.0,2010
Zissimos P. Mourelatos,3.0,2011
Zissimos P. Mourelatos,3.0,2012
Zissimos P. Mourelatos,4.0,2013
Zissimos P. Mourelatos,5.0,2014
Zissimos P. Mourelatos,3.0,2015
Fabrice Alizon,0,2002
Fabrice Alizon,0,2003
Fabrice Alizon,0,2004
Fabrice Alizon,0,2005
Fabrice Alizon,2.0,2006
Fabrice Alizon,2.0,2007
Fabrice Alizon,2.0,2008
Fabrice Alizon,1.0,2009
Fabrice Alizon,0,2010
Fabrice Alizon,0,2011
Fabrice Alizon,0,2012
Fabrice Alizon,0,2013
Fabrice Alizon,0,2014
Fabrice Alizon,0,2015
Byeng D. Youn,1.0,2002
Byeng D. Youn,1.0,2003
Byeng D. Youn,1.0,2004
Byeng D. Youn,1.0,2005
Byeng D. Youn,0,2006
Byeng D. Youn,5.0,2007
Byeng D. Youn,2.0,2008
Byeng D. Youn,2.0,2009
Byeng D. Youn,1.0,2010
Byeng D. Youn,3.0,2011
Byeng D. Youn,2.0,2012
Byeng D. Youn,1.0,2013
Byeng D. Youn,2.0,2014
Byeng D. Youn,0,2015
Shinji Nishiwaki,0,2002
Shinji Nishiwaki,2.0,2003
Shinji Nishiwaki,3.0,2004
Shinji Nishiwaki,3.0,2005
Shinji Nishiwaki,2.0,2006
Shinji Nishiwaki,3.0,2007
Shinji Nishiwaki,4.0,2008
Shinji Nishiwaki,2.0,2009
Shinji Nishiwaki,0,2010
Shinji Nishiwaki,0,2011
Shinji Nishiwaki,1.0,2012
Shinji Nishiwaki,0,2013
Shinji Nishiwaki,0,2014
Shinji Nishiwaki,0,2015
Wing Kam Liu,0,2002
Wing Kam Liu,0,2003
Wing Kam Liu,0,2004
Wing Kam Liu,0,2005
Wing Kam Liu,0,2006
Wing Kam Liu,0,2007
Wing Kam Liu,1.0,2008
Wing Kam Liu,1.0,2009
Wing Kam Liu,1.0,2010
Wing Kam Liu,1.0,2011
Wing Kam Liu,1.0,2012
Wing Kam Liu,0,2013
Wing Kam Liu,0,2014
Wing Kam Liu,0,2015
Ritesh Khire,0,2002
Ritesh Khire,0,2003
Ritesh Khire,0,2004
Ritesh Khire,0,2005
Ritesh Khire,0,2006
Ritesh Khire,0,2007
Ritesh Khire,2.0,2008
Ritesh Khire,0,2009
Ritesh Khire,0,2010
Ritesh Khire,0,2011
Ritesh Khire,2.0,2012
Ritesh Khire,0,2013
Ritesh Khire,0,2014
Ritesh Khire,0,2015
Devendra Alhat,0,2002
Devendra Alhat,0,2003
Devendra Alhat,0,2004
Devendra Alhat,0,2005
Devendra Alhat,0,2006
Devendra Alhat,0,2007
Devendra Alhat,2.0,2008
Devendra Alhat,0,2009
Devendra Alhat,0,2010
Devendra Alhat,0,2011
Devendra Alhat,0,2012
Devendra Alhat,0,2013
Devendra Alhat,0,2014
Devendra Alhat,0,2015
Vernet Lasrado,0,2002
Vernet Lasrado,0,2003
Vernet Lasrado,0,2004
Vernet Lasrado,0,2005
Vernet Lasrado,0,2006
Vernet Lasrado,0,2007
Vernet Lasrado,2.0,2008
Vernet Lasrado,0,2009
Vernet Lasrado,0,2010
Vernet Lasrado,0,2011
Vernet Lasrado,0,2012
Vernet Lasrado,0,2013
Vernet Lasrado,0,2014
Vernet Lasrado,0,2015
Jonathan Cagan,1.0,2002
Jonathan Cagan,0,2003
Jonathan Cagan,1.0,2004
Jonathan Cagan,0,2005
Jonathan Cagan,0,2006
Jonathan Cagan,1.0,2007
Jonathan Cagan,2.0,2008
Jonathan Cagan,1.0,2009
Jonathan Cagan,2.0,2010
Jonathan Cagan,2.0,2011
Jonathan Cagan,1.0,2012
Jonathan Cagan,3.0,2013
Jonathan Cagan,1.0,2014
Jonathan Cagan,0,2015
Simon Li,0,2002
Simon Li,1.0,2003
Simon Li,1.0,2004
Simon Li,1.0,2005
Simon Li,2.0,2006
Simon Li,0,2007
Simon Li,2.0,2008
Simon Li,0,2009
Simon Li,1.0,2010
Simon Li,0,2011
Simon Li,0,2012
Simon Li,0,2013
Simon Li,1.0,2014
Simon Li,0,2015
Mohamed B. Trabia,0,2002
Mohamed B. Trabia,0,2003
Mohamed B. Trabia,1.0,2004
Mohamed B. Trabia,0,2005
Mohamed B. Trabia,0,2006
Mohamed B. Trabia,1.0,2007
Mohamed B. Trabia,2.0,2008
Mohamed B. Trabia,0,2009
Mohamed B. Trabia,1.0,2010
Mohamed B. Trabia,0,2011
Mohamed B. Trabia,0,2012
Mohamed B. Trabia,0,2013
Mohamed B. Trabia,0,2014
Mohamed B. Trabia,0,2015
Wei Chen,3.0,2002
Wei Chen,3.0,2003
Wei Chen,3.0,2004
Wei Chen,2.0,2005
Wei Chen,3.0,2006
Wei Chen,4.0,2007
Wei Chen,3.0,2008
Wei Chen,8.0,2009
Wei Chen,3.0,2010
Wei Chen,4.0,2011
Wei Chen,3.0,2012
Wei Chen,3.0,2013
Wei Chen,2.0,2014
Wei Chen,2.0,2015
Bruce Ankenman,0,2002
Bruce Ankenman,0,2003
Bruce Ankenman,0,2004
Bruce Ankenman,0,2005
Bruce Ankenman,0,2006
Bruce Ankenman,0,2007
Bruce Ankenman,1.0,2008
Bruce Ankenman,0,2009
Bruce Ankenman,0,2010
Bruce Ankenman,0,2011
Bruce Ankenman,0,2012
Bruce Ankenman,0,2013
Bruce Ankenman,0,2014
Bruce Ankenman,0,2015
Kemper Lewis,2.0,2002
Kemper Lewis,2.0,2003
Kemper Lewis,2.0,2004
Kemper Lewis,4.0,2005
Kemper Lewis,1.0,2006
Kemper Lewis,2.0,2007
Kemper Lewis,1.0,2008
Kemper Lewis,1.0,2009
Kemper Lewis,2.0,2010
Kemper Lewis,3.0,2011
Kemper Lewis,2.0,2012
Kemper Lewis,2.0,2013
Kemper Lewis,2.0,2014
Kemper Lewis,2.0,2015
Ching-Shin Shiau,0,2002
Ching-Shin Shiau,0,2003
Ching-Shin Shiau,0,2004
Ching-Shin Shiau,0,2005
Ching-Shin Shiau,0,2006
Ching-Shin Shiau,2.0,2007
Ching-Shin Shiau,2.0,2008
Ching-Shin Shiau,0,2009
Ching-Shin Shiau,0,2010
Ching-Shin Shiau,0,2011
Ching-Shin Shiau,0,2012
Ching-Shin Shiau,0,2013
Ching-Shin Shiau,0,2014
Ching-Shin Shiau,0,2015
Trevor Bailey,0,2002
Trevor Bailey,0,2003
Trevor Bailey,2.0,2004
Trevor Bailey,0,2005
Trevor Bailey,0,2006
Trevor Bailey,0,2007
Trevor Bailey,2.0,2008
Trevor Bailey,0,2009
Trevor Bailey,0,2010
Trevor Bailey,0,2011
Trevor Bailey,0,2012
Trevor Bailey,0,2013
Trevor Bailey,0,2014
Trevor Bailey,0,2015
Zhimin Xi,0,2002
Zhimin Xi,0,2003
Zhimin Xi,0,2004
Zhimin Xi,0,2005
Zhimin Xi,0,2006
Zhimin Xi,4.0,2007
Zhimin Xi,2.0,2008
Zhimin Xi,1.0,2009
Zhimin Xi,1.0,2010
Zhimin Xi,1.0,2011
Zhimin Xi,2.0,2012
Zhimin Xi,1.0,2013
Zhimin Xi,1.0,2014
Zhimin Xi,3.0,2015
Ming Wang Fu,0,2002
Ming Wang Fu,0,2003
Ming Wang Fu,0,2004
Ming Wang Fu,0,2005
Ming Wang Fu,0,2006
Ming Wang Fu,0,2007
Ming Wang Fu,1.0,2008
Ming Wang Fu,1.0,2009
Ming Wang Fu,1.0,2010
Ming Wang Fu,0,2011
Ming Wang Fu,0,2012
Ming Wang Fu,0,2013
Ming Wang Fu,0,2014
Ming Wang Fu,0,2015
Brian D. Roth,0,2002
Brian D. Roth,0,2003
Brian D. Roth,0,2004
Brian D. Roth,0,2005
Brian D. Roth,0,2006
Brian D. Roth,0,2007
Brian D. Roth,1.0,2008
Brian D. Roth,0,2009
Brian D. Roth,0,2010
Brian D. Roth,0,2011
Brian D. Roth,0,2012
Brian D. Roth,0,2013
Brian D. Roth,0,2014
Brian D. Roth,0,2015
Johan S. Carlson,0,2002
Johan S. Carlson,0,2003
Johan S. Carlson,0,2004
Johan S. Carlson,0,2005
Johan S. Carlson,0,2006
Johan S. Carlson,0,2007
Johan S. Carlson,2.0,2008
Johan S. Carlson,0,2009
Johan S. Carlson,0,2010
Johan S. Carlson,1.0,2011
Johan S. Carlson,0,2012
Johan S. Carlson,0,2013
Johan S. Carlson,0,2014
Johan S. Carlson,0,2015
Anthony M. Roy,0,2002
Anthony M. Roy,0,2003
Anthony M. Roy,0,2004
Anthony M. Roy,0,2005
Anthony M. Roy,0,2006
Anthony M. Roy,0,2007
Anthony M. Roy,1.0,2008
Anthony M. Roy,1.0,2009
Anthony M. Roy,0,2010
Anthony M. Roy,0,2011
Anthony M. Roy,0,2012
Anthony M. Roy,0,2013
Anthony M. Roy,0,2014
Anthony M. Roy,0,2015
Matthew B. Parkinson,0,2002
Matthew B. Parkinson,0,2003
Matthew B. Parkinson,0,2004
Matthew B. Parkinson,1.0,2005
Matthew B. Parkinson,1.0,2006
Matthew B. Parkinson,1.0,2007
Matthew B. Parkinson,2.0,2008
Matthew B. Parkinson,1.0,2009
Matthew B. Parkinson,3.0,2010
Matthew B. Parkinson,0,2011
Matthew B. Parkinson,1.0,2012
Matthew B. Parkinson,1.0,2013
Matthew B. Parkinson,2.0,2014
Matthew B. Parkinson,1.0,2015
Seth Orsborn,0,2002
Seth Orsborn,0,2003
Seth Orsborn,0,2004
Seth Orsborn,0,2005
Seth Orsborn,0,2006
Seth Orsborn,1.0,2007
Seth Orsborn,1.0,2008
Seth Orsborn,0,2009
Seth Orsborn,1.0,2010
Seth Orsborn,0,2011
Seth Orsborn,0,2012
Seth Orsborn,0,2013
Seth Orsborn,1.0,2014
Seth Orsborn,0,2015
Rikard SAPderberg,1.0,2002
Rikard SAPderberg,0,2003
Rikard SAPderberg,0,2004
Rikard SAPderberg,0,2005
Rikard SAPderberg,0,2006
Rikard SAPderberg,0,2007
Rikard SAPderberg,2.0,2008
Rikard SAPderberg,0,2009
Rikard SAPderberg,0,2010
Rikard SAPderberg,1.0,2011
Rikard SAPderberg,0,2012
Rikard SAPderberg,1.0,2013
Rikard SAPderberg,1.0,2014
Rikard SAPderberg,0,2015
Liu Du,0,2002
Liu Du,0,2003
Liu Du,0,2004
Liu Du,0,2005
Liu Du,2.0,2006
Liu Du,3.0,2007
Liu Du,2.0,2008
Liu Du,1.0,2009
Liu Du,0,2010
Liu Du,0,2011
Liu Du,0,2012
Liu Du,0,2013
Liu Du,0,2014
Liu Du,0,2015
Kuei-Yuan Chan,0,2002
Kuei-Yuan Chan,0,2003
Kuei-Yuan Chan,0,2004
Kuei-Yuan Chan,1.0,2005
Kuei-Yuan Chan,1.0,2006
Kuei-Yuan Chan,0,2007
Kuei-Yuan Chan,2.0,2008
Kuei-Yuan Chan,1.0,2009
Kuei-Yuan Chan,2.0,2010
Kuei-Yuan Chan,0,2011
Kuei-Yuan Chan,1.0,2012
Kuei-Yuan Chan,0,2013
Kuei-Yuan Chan,1.0,2014
Kuei-Yuan Chan,0,2015
George S. Ladkany,0,2002
George S. Ladkany,0,2003
George S. Ladkany,0,2004
George S. Ladkany,0,2005
George S. Ladkany,0,2006
George S. Ladkany,0,2007
George S. Ladkany,1.0,2008
George S. Ladkany,0,2009
George S. Ladkany,1.0,2010
George S. Ladkany,0,2011
George S. Ladkany,0,2012
George S. Ladkany,0,2013
George S. Ladkany,0,2014
George S. Ladkany,0,2015
Dan Zhang,0,2002
Dan Zhang,1.0,2003
Dan Zhang,1.0,2004
Dan Zhang,1.0,2005
Dan Zhang,0,2006
Dan Zhang,1.0,2007
Dan Zhang,2.0,2008
Dan Zhang,1.0,2009
Dan Zhang,0,2010
Dan Zhang,0,2011
Dan Zhang,0,2012
Dan Zhang,0,2013
Dan Zhang,0,2014
Dan Zhang,0,2015
Kristina Shea,0,2002
Kristina Shea,0,2003
Kristina Shea,0,2004
Kristina Shea,1.0,2005
Kristina Shea,1.0,2006
Kristina Shea,0,2007
Kristina Shea,2.0,2008
Kristina Shea,2.0,2009
Kristina Shea,0,2010
Kristina Shea,1.0,2011
Kristina Shea,1.0,2012
Kristina Shea,1.0,2013
Kristina Shea,1.0,2014
Kristina Shea,1.0,2015
Karim A. Aguib,0,2002
Karim A. Aguib,0,2003
Karim A. Aguib,0,2004
Karim A. Aguib,0,2005
Karim A. Aguib,0,2006
Karim A. Aguib,0,2007
Karim A. Aguib,1.0,2008
Karim A. Aguib,0,2009
Karim A. Aguib,0,2010
Karim A. Aguib,0,2011
Karim A. Aguib,0,2012
Karim A. Aguib,0,2013
Karim A. Aguib,0,2014
Karim A. Aguib,0,2015
Masataka Yoshimura,2.0,2002
Masataka Yoshimura,2.0,2003
Masataka Yoshimura,3.0,2004
Masataka Yoshimura,4.0,2005
Masataka Yoshimura,2.0,2006
Masataka Yoshimura,3.0,2007
Masataka Yoshimura,4.0,2008
Masataka Yoshimura,3.0,2009
Masataka Yoshimura,1.0,2010
Masataka Yoshimura,1.0,2011
Masataka Yoshimura,0,2012
Masataka Yoshimura,0,2013
Masataka Yoshimura,0,2014
Masataka Yoshimura,0,2015
Hae Chang Gea,1.0,2002
Hae Chang Gea,2.0,2003
Hae Chang Gea,1.0,2004
Hae Chang Gea,2.0,2005
Hae Chang Gea,3.0,2006
Hae Chang Gea,1.0,2007
Hae Chang Gea,2.0,2008
Hae Chang Gea,2.0,2009
Hae Chang Gea,2.0,2010
Hae Chang Gea,3.0,2011
Hae Chang Gea,2.0,2012
Hae Chang Gea,3.0,2013
Hae Chang Gea,2.0,2014
Hae Chang Gea,1.0,2015
Luke A. Wissmann,0,2002
Luke A. Wissmann,0,2003
Luke A. Wissmann,0,2004
Luke A. Wissmann,0,2005
Luke A. Wissmann,0,2006
Luke A. Wissmann,0,2007
Luke A. Wissmann,2.0,2008
Luke A. Wissmann,0,2009
Luke A. Wissmann,0,2010
Luke A. Wissmann,0,2011
Luke A. Wissmann,0,2012
Luke A. Wissmann,0,2013
Luke A. Wissmann,0,2014
Luke A. Wissmann,0,2015
